node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,146.0,117.0,438.0,810.0,1382.0,28.033
2.0,116.0,93.0,373.0,690.0,1177.0,30.103
3.0,135.0,108.0,476.0,882.0,1504.0,32.965
4.0,148.0,119.0,443.0,820.0,1398.0,27.903
5.0,88.0,71.0,313.0,580.0,989.0,33.243
6.0,112.0,90.0,365.0,676.0,1153.0,30.426
7.0,112.0,90.0,365.0,676.0,1153.0,30.426
8.0,112.0,90.0,365.0,676.0,1153.0,30.426
9.0,112.0,90.0,365.0,676.0,1153.0,30.426
10.0,202.0,162.0,559.0,1035.0,1766.0,25.799
11.0,202.0,162.0,559.0,1035.0,1766.0,25.799
12.0,202.0,162.0,559.0,1035.0,1766.0,25.799
13.0,202.0,162.0,559.0,1035.0,1766.0,25.799
14.0,202.0,162.0,559.0,1035.0,1766.0,25.799
15.0,202.0,162.0,559.0,1035.0,1766.0,25.799
16.0,202.0,162.0,559.0,1035.0,1766.0,25.799
17.0,202.0,162.0,559.0,1035.0,1766.0,25.799
18.0,202.0,162.0,559.0,1035.0,1766.0,25.799
19.0,148.0,119.0,443.0,820.0,1398.0,27.903
20.0,148.0,119.0,443.0,820.0,1398.0,27.903
21.0,148.0,119.0,443.0,820.0,1398.0,27.903
22.0,135.0,108.0,414.0,767.0,1308.0,28.673
23.0,116.0,93.0,373.0,690.0,1177.0,30.103
24.0,65.0,52.0,264.0,488.0,832.0,37.818
25.0,89.0,72.0,316.0,585.0,997.0,33.067
