node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1258.0,1007.0,498.0,921.0,1572.0,3.681
2.0,2063.0,1651.0,670.0,1241.0,2117.0,3.0239
3.0,1797.0,1438.0,639.0,1183.0,2018.0,3.3101
4.0,1879.0,1503.0,797.0,1476.0,2518.0,3.9504
5.0,2360.0,1888.0,730.0,1351.0,2305.0,2.878
6.0,986.0,789.0,289.0,535.0,912.0,2.7263
7.0,1330.0,1064.0,619.0,1147.0,1956.0,4.3345
8.0,1547.0,1238.0,607.0,1125.0,1919.0,3.6544
9.0,1415.0,1132.0,592.0,1097.0,1870.0,3.8947
10.0,1777.0,1421.0,632.0,1171.0,1997.0,3.3123
11.0,1912.0,1530.0,879.0,1629.0,2778.0,4.2816
12.0,1150.0,920.0,875.0,1621.0,2764.0,7.0845
13.0,1004.0,803.0,569.0,1054.0,1798.0,5.2788
14.0,1021.0,817.0,455.0,842.0,1436.0,4.1475
15.0,1415.0,1132.0,375.0,694.0,1183.0,2.4632
16.0,934.0,747.0,522.0,967.0,1650.0,5.2059
17.0,2144.0,1715.0,576.0,1066.0,1819.0,2.5
18.0,1163.0,931.0,582.0,1078.0,1839.0,4.6596
19.0,1217.0,974.0,447.0,828.0,1412.0,3.4189
20.0,1234.0,987.0,538.0,996.0,1699.0,4.0578
21.0,1688.0,1350.0,680.0,1260.0,2148.0,3.7512
22.0,1552.0,1242.0,722.0,1338.0,2282.0,4.333
23.0,1275.0,1020.0,474.0,878.0,1497.0,3.4596
24.0,2110.0,1688.0,662.0,1227.0,2093.0,2.9224
25.0,2331.0,1865.0,780.0,1445.0,2464.0,3.1152
26.0,2266.0,1813.0,801.0,1484.0,2531.0,3.2916
27.0,1042.0,834.0,579.0,1073.0,1830.0,5.1758
28.0,971.0,777.0,838.0,1552.0,2647.0,8.0325
29.0,2041.0,1633.0,861.0,1594.0,2719.0,3.9271
30.0,1886.0,1509.0,756.0,1400.0,2387.0,3.7306
