node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,33.0,10.0,180.0,333.0,568.0,78.5
2.0,34.0,11.0,242.0,447.0,763.0,101.6667
3.0,7.0,2.0,11.0,19.0,33.0,24.0
4.0,32.0,10.0,238.0,441.0,752.0,108.0
5.0,34.0,11.0,270.0,499.0,851.0,113.4444
6.0,28.0,9.0,176.0,325.0,555.0,90.0
7.0,7.0,2.0,11.0,19.0,33.0,24.0
8.0,8.0,3.0,49.0,91.0,154.0,95.7143
9.0,7.0,2.0,11.0,19.0,33.0,24.0
10.0,23.0,7.0,383.0,709.0,1209.0,237.5
11.0,58.0,18.0,409.0,757.0,1291.0,100.4333
12.0,19.0,6.0,204.0,377.0,643.0,160.0
13.0,7.0,2.0,11.0,19.0,33.0,24.0
14.0,68.0,21.0,286.0,530.0,904.0,60.2381
15.0,34.0,11.0,185.0,342.0,583.0,77.6471
16.0,20.0,6.0,74.0,136.0,232.0,54.0
17.0,27.0,8.0,241.0,446.0,760.0,128.8889
18.0,17.0,6.0,153.0,284.0,484.0,128.8889
19.0,59.0,18.0,536.0,992.0,1692.0,128.8889
20.0,92.0,28.0,344.0,637.0,1086.0,53.3333
21.0,25.0,8.0,311.0,576.0,982.0,183.3333
22.0,26.0,8.0,75.0,139.0,237.0,42.1333
23.0,7.0,2.0,11.0,19.0,33.0,24.0
24.0,8.0,3.0,43.0,80.0,136.0,84.1429
25.0,7.0,2.0,11.0,19.0,33.0,24.0
26.0,20.0,6.0,190.0,351.0,599.0,139.7143
27.0,7.0,2.0,11.0,19.0,33.0,24.0
28.0,43.0,13.0,142.0,264.0,449.0,47.875
29.0,25.0,8.0,272.0,503.0,857.0,160.0
30.0,67.0,20.0,627.0,1161.0,1980.0,134.4286
31.0,8.0,3.0,37.0,68.0,116.0,71.7143
32.0,7.0,2.0,11.0,19.0,33.0,24.0
33.0,19.0,6.0,104.0,192.0,327.0,81.25
34.0,63.0,19.0,562.0,1041.0,1776.0,127.5
35.0,13.0,4.0,77.0,142.0,242.0,90.3333
36.0,7.0,2.0,11.0,19.0,33.0,24.0
37.0,40.0,12.0,364.0,674.0,1149.0,130.0
38.0,17.0,6.0,168.0,312.0,531.0,141.5714
39.0,7.0,2.0,11.0,19.0,33.0,24.0
40.0,7.0,2.0,60.0,111.0,189.0,141.0
41.0,7.0,2.0,11.0,19.0,33.0,24.0
42.0,7.0,2.0,11.0,19.0,33.0,24.0
43.0,7.0,2.0,11.0,19.0,33.0,24.0
44.0,7.0,2.0,11.0,19.0,33.0,24.0
45.0,59.0,18.0,307.0,568.0,969.0,73.7727
46.0,8.0,3.0,21.0,39.0,65.0,40.4286
47.0,20.0,6.0,56.0,104.0,176.0,41.0667
48.0,17.0,6.0,148.0,274.0,468.0,124.5714
49.0,7.0,2.0,11.0,19.0,33.0,24.0
50.0,7.0,2.0,78.0,144.0,246.0,183.3333
51.0,53.0,16.0,116.0,215.0,366.0,31.0
52.0,7.0,2.0,11.0,19.0,33.0,24.0
53.0,31.0,10.0,226.0,419.0,715.0,106.6667
54.0,7.0,2.0,11.0,19.0,33.0,24.0
55.0,31.0,10.0,149.0,275.0,469.0,69.9333
56.0,43.0,13.0,130.0,240.0,409.0,43.5882
57.0,7.0,2.0,11.0,19.0,33.0,24.0
58.0,49.0,15.0,247.0,458.0,781.0,72.85
59.0,50.0,15.0,346.0,641.0,1092.0,99.4516
60.0,7.0,2.0,11.0,19.0,33.0,24.0
61.0,10.0,3.0,53.0,98.0,167.0,77.5556
62.0,35.0,11.0,294.0,545.0,929.0,119.5
63.0,33.0,10.0,95.0,175.0,298.0,41.1429
64.0,10.0,3.0,41.0,75.0,127.0,59.1111
65.0,32.0,10.0,155.0,287.0,490.0,70.25
66.0,16.0,5.0,53.0,97.0,165.0,47.2222
67.0,7.0,2.0,11.0,19.0,33.0,24.0
68.0,67.0,20.0,149.0,277.0,471.0,31.9722
69.0,8.0,3.0,82.0,151.0,258.0,160.0
70.0,7.0,2.0,11.0,19.0,33.0,24.0
71.0,27.0,8.0,230.0,426.0,727.0,123.2857
72.0,7.0,2.0,11.0,19.0,33.0,24.0
73.0,19.0,6.0,144.0,267.0,455.0,113.25
74.0,20.0,6.0,175.0,324.0,553.0,128.8889
75.0,7.0,2.0,11.0,19.0,33.0,24.0
76.0,19.0,6.0,182.0,336.0,573.0,142.5
77.0,7.0,2.0,11.0,19.0,33.0,24.0
78.0,20.0,6.0,54.0,99.0,169.0,39.4118
79.0,17.0,6.0,45.0,83.0,142.0,37.6667
80.0,53.0,16.0,215.0,398.0,678.0,57.5217
81.0,27.0,8.0,266.0,493.0,840.0,142.5
82.0,39.0,12.0,357.0,661.0,1127.0,131.4286
83.0,57.0,17.0,437.0,809.0,1381.0,109.6429
84.0,7.0,2.0,11.0,19.0,33.0,24.0
85.0,7.0,2.0,11.0,19.0,33.0,24.0
86.0,15.0,5.0,102.0,188.0,321.0,99.7692
87.0,17.0,6.0,72.0,133.0,227.0,60.2857
88.0,17.0,6.0,190.0,352.0,600.0,160.0
89.0,8.0,3.0,82.0,151.0,258.0,160.0
90.0,7.0,2.0,11.0,19.0,33.0,24.0
91.0,7.0,2.0,11.0,19.0,33.0,24.0
92.0,62.0,19.0,105.0,193.0,330.0,24.1071
93.0,33.0,10.0,112.0,207.0,353.0,48.8125
94.0,10.0,3.0,45.0,83.0,140.0,65.3333
95.0,7.0,2.0,11.0,19.0,33.0,24.0
96.0,7.0,2.0,11.0,19.0,33.0,24.0
97.0,28.0,9.0,149.0,275.0,470.0,76.1538
98.0,8.0,3.0,52.0,97.0,165.0,102.1429
99.0,51.0,16.0,272.0,504.0,859.0,76.2941
100.0,17.0,6.0,111.0,205.0,349.0,92.9333
