node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1244.0,373.0,1449.0,2684.0,4578.0,16.498471
2.0,2264.0,679.0,1750.0,3241.0,5529.0,10.945338
3.0,1621.0,487.0,1212.0,2244.0,3828.0,10.587576
4.0,857.0,258.0,1185.0,2194.0,3743.0,19.571984
5.0,1862.0,559.0,1190.0,2205.0,3761.0,9.053254
6.0,1609.0,483.0,995.0,1842.0,3142.0,8.755307
7.0,1337.0,402.0,829.0,1535.0,2618.0,8.773556
8.0,2455.0,737.0,1199.0,2221.0,3788.0,6.916667
9.0,2077.0,623.0,1211.0,2244.0,3827.0,8.260013
10.0,1231.0,370.0,1241.0,2299.0,3922.0,14.285714
11.0,2072.0,622.0,1088.0,2016.0,3438.0,7.437801
12.0,1687.0,506.0,1380.0,2556.0,4360.0,11.58689
13.0,1239.0,372.0,1584.0,2934.0,5005.0,18.107784
14.0,1394.0,418.0,1113.0,2061.0,3516.0,11.308448
15.0,2036.0,611.0,967.0,1791.0,3055.0,6.724702
16.0,2357.0,708.0,1504.0,2786.0,4752.0,9.034262
17.0,1384.0,416.0,1786.0,3308.0,5643.0,18.274319
18.0,1315.0,395.0,1191.0,2206.0,3763.0,12.829308
19.0,1432.0,430.0,1398.0,2589.0,4416.0,13.820305
20.0,2068.0,621.0,1391.0,2576.0,4395.0,9.522956
