node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,227.0,182.0,675.0,1249.0,2131.0,27.68
2.0,212.0,169.0,850.0,1574.0,2685.0,37.452
3.0,170.0,136.0,599.0,1110.0,1894.0,32.967
4.0,160.0,128.0,399.0,740.0,1262.0,23.282
5.0,113.0,91.0,525.0,972.0,1658.0,43.303
6.0,148.0,119.0,535.0,991.0,1691.0,33.747
7.0,283.0,226.0,687.0,1273.0,2171.0,22.681
8.0,182.0,145.0,738.0,1368.0,2333.0,37.924
9.0,170.0,136.0,589.0,1091.0,1862.0,32.412
10.0,155.0,124.0,648.0,1200.0,2047.0,38.961
11.0,106.0,85.0,661.0,1224.0,2087.0,58.231
12.0,133.0,106.0,820.0,1519.0,2591.0,57.824
13.0,70.0,56.0,673.0,1247.0,2126.0,90.0
14.0,227.0,182.0,703.0,1302.0,2221.0,28.848
15.0,263.0,211.0,829.0,1536.0,2621.0,29.377
16.0,169.0,135.0,677.0,1253.0,2138.0,37.488
17.0,302.0,241.0,827.0,1531.0,2612.0,25.545
18.0,105.0,84.0,501.0,928.0,1583.0,44.671
19.0,137.0,110.0,484.0,896.0,1528.0,32.895
20.0,179.0,144.0,593.0,1099.0,1875.0,30.886
21.0,41.0,33.0,333.0,616.0,1050.0,75.824
22.0,70.0,56.0,281.0,520.0,887.0,37.543
23.0,267.0,214.0,990.0,1834.0,3129.0,34.599
24.0,262.0,210.0,903.0,1673.0,2854.0,32.144
25.0,155.0,124.0,591.0,1094.0,1867.0,35.521
