node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,825.0,248.0,542.0,1003.0,1711.0,9.296296
2.0,2019.0,606.0,1270.0,2353.0,4013.0,8.908009
3.0,1121.0,337.0,611.0,1131.0,1929.0,7.711648
4.0,1751.0,526.0,1528.0,2831.0,4829.0,12.358566
5.0,1324.0,398.0,693.0,1284.0,2190.0,7.4125
6.0,878.0,264.0,742.0,1375.0,2345.0,11.974961
7.0,1017.0,305.0,467.0,865.0,1475.0,6.501701
8.0,1898.0,570.0,1043.0,1932.0,3296.0,7.784389
9.0,1175.0,353.0,596.0,1103.0,1881.0,7.172859
10.0,1291.0,388.0,932.0,1726.0,2944.0,10.224966
11.0,1528.0,459.0,758.0,1403.0,2394.0,7.01994
12.0,1600.0,480.0,673.0,1246.0,2125.0,5.951941
13.0,1149.0,345.0,599.0,1109.0,1892.0,7.378933
14.0,783.0,235.0,592.0,1096.0,1870.0,10.70516
15.0,1377.0,413.0,1212.0,2244.0,3828.0,12.461431
16.0,1246.0,374.0,915.0,1695.0,2891.0,10.4
17.0,1579.0,474.0,594.0,1100.0,1876.0,5.325988
18.0,1594.0,479.0,843.0,1562.0,2664.0,7.489196
19.0,1394.0,418.0,773.0,1432.0,2442.0,7.851979
20.0,2024.0,607.0,1100.0,2037.0,3475.0,7.695833
