node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,17.0,6.0,139.0,257.0,438.0,116.714286
2.0,7.0,2.0,10.0,19.0,31.0,23.0
3.0,7.0,2.0,10.0,19.0,31.0,23.0
4.0,7.0,2.0,10.0,19.0,31.0,23.0
5.0,7.0,2.0,10.0,19.0,31.0,23.0
6.0,10.0,3.0,25.0,45.0,76.0,35.444444
7.0,7.0,2.0,10.0,19.0,31.0,23.0
8.0,7.0,2.0,10.0,19.0,31.0,23.0
9.0,11.0,4.0,90.0,167.0,285.0,118.0
10.0,11.0,4.0,90.0,167.0,285.0,118.0
11.0,7.0,2.0,10.0,19.0,31.0,23.0
12.0,10.0,3.0,17.0,32.0,54.0,24.888889
13.0,7.0,2.0,10.0,19.0,31.0,23.0
14.0,10.0,3.0,62.0,114.0,194.0,90.333333
15.0,10.0,3.0,78.0,144.0,245.0,114.0
16.0,7.0,2.0,10.0,19.0,31.0,23.0
17.0,10.0,3.0,27.0,50.0,85.0,39.333333
18.0,7.0,2.0,10.0,19.0,31.0,23.0
19.0,7.0,2.0,10.0,19.0,31.0,23.0
20.0,10.0,3.0,34.0,62.0,105.0,49.0
21.0,7.0,2.0,10.0,19.0,31.0,23.0
22.0,7.0,2.0,10.0,19.0,31.0,23.0
23.0,7.0,2.0,10.0,19.0,31.0,23.0
24.0,21.0,7.0,35.0,64.0,109.0,23.8
25.0,38.0,12.0,267.0,494.0,842.0,101.315789
26.0,41.0,13.0,207.0,383.0,652.0,71.578947
27.0,20.0,6.0,175.0,324.0,553.0,128.888889
28.0,20.0,6.0,175.0,324.0,553.0,128.888889
29.0,7.0,2.0,10.0,19.0,31.0,23.0
30.0,7.0,2.0,10.0,19.0,31.0,23.0
31.0,7.0,2.0,19.0,35.0,60.0,44.166667
32.0,7.0,2.0,78.0,144.0,246.0,183.333333
33.0,7.0,2.0,10.0,19.0,31.0,23.0
34.0,7.0,2.0,10.0,19.0,31.0,23.0
35.0,7.0,2.0,10.0,19.0,31.0,23.0
36.0,7.0,2.0,10.0,19.0,31.0,23.0
37.0,7.0,2.0,10.0,19.0,31.0,23.0
38.0,10.0,3.0,77.0,142.0,242.0,112.888889
39.0,10.0,3.0,88.0,162.0,277.0,128.888889
40.0,31.0,10.0,303.0,562.0,958.0,143.0
41.0,17.0,6.0,110.0,203.0,347.0,92.333333
42.0,7.0,2.0,10.0,19.0,31.0,23.0
43.0,7.0,2.0,10.0,19.0,31.0,23.0
44.0,14.0,4.0,46.0,85.0,144.0,48.75
45.0,14.0,4.0,95.0,176.0,300.0,101.666667
46.0,16.0,5.0,61.0,112.0,190.0,54.555556
47.0,7.0,2.0,10.0,19.0,31.0,23.0
48.0,7.0,2.0,10.0,19.0,31.0,23.0
49.0,7.0,2.0,10.0,19.0,31.0,23.0
50.0,7.0,2.0,48.0,89.0,151.0,112.5
51.0,11.0,4.0,55.0,102.0,174.0,71.9
52.0,7.0,2.0,10.0,19.0,31.0,23.0
53.0,7.0,2.0,10.0,19.0,31.0,23.0
54.0,7.0,2.0,10.0,19.0,31.0,23.0
55.0,14.0,4.0,95.0,175.0,298.0,100.916667
56.0,7.0,2.0,10.0,19.0,31.0,23.0
57.0,10.0,3.0,88.0,162.0,277.0,128.888889
58.0,7.0,2.0,10.0,19.0,31.0,23.0
59.0,20.0,6.0,88.0,163.0,278.0,64.777778
60.0,10.0,3.0,88.0,162.0,277.0,128.888889
61.0,7.0,2.0,10.0,19.0,31.0,23.0
62.0,7.0,2.0,10.0,19.0,31.0,23.0
63.0,7.0,2.0,10.0,19.0,31.0,23.0
64.0,7.0,2.0,10.0,19.0,31.0,23.0
65.0,7.0,2.0,10.0,19.0,31.0,23.0
66.0,27.0,8.0,114.0,212.0,361.0,61.133333
67.0,7.0,2.0,10.0,19.0,31.0,23.0
68.0,7.0,2.0,10.0,19.0,31.0,23.0
69.0,27.0,8.0,112.0,208.0,354.0,59.944444
70.0,33.0,10.0,270.0,501.0,854.0,118.0
71.0,10.0,3.0,25.0,45.0,77.0,35.666667
72.0,7.0,2.0,10.0,19.0,31.0,23.0
73.0,7.0,2.0,10.0,19.0,31.0,23.0
74.0,10.0,3.0,21.0,38.0,64.0,29.777778
75.0,10.0,3.0,52.0,95.0,162.0,75.444444
