node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,207.0,166.0,263.0,486.0,829.0,11.830508
2.0,165.0,132.0,220.0,407.0,694.0,12.429688
3.0,205.0,164.0,277.0,512.0,873.0,12.607143
4.0,661.0,529.0,493.0,914.0,1558.0,6.95389
5.0,449.0,360.0,465.0,862.0,1470.0,9.646302
6.0,195.0,156.0,340.0,630.0,1075.0,16.28125
7.0,553.0,442.0,489.0,905.0,1544.0,8.240964
8.0,476.0,381.0,264.0,488.0,832.0,5.155629
9.0,610.0,488.0,612.0,1133.0,1932.0,9.33871
10.0,458.0,366.0,532.0,986.0,1681.0,10.832335
11.0,152.0,121.0,119.0,220.0,374.0,7.283019
12.0,404.0,323.0,418.0,775.0,1321.0,9.652344
13.0,415.0,332.0,535.0,991.0,1691.0,12.029851
14.0,447.0,358.0,213.0,395.0,674.0,4.443223
15.0,340.0,272.0,354.0,656.0,1118.0,9.697802
16.0,394.0,315.0,303.0,560.0,956.0,7.151786
17.0,761.0,609.0,715.0,1324.0,2259.0,8.746212
18.0,784.0,627.0,484.0,897.0,1530.0,5.75039
19.0,567.0,454.0,564.0,1044.0,1780.0,9.259928
20.0,296.0,237.0,536.0,992.0,1692.0,16.882353
21.0,313.0,250.0,344.0,638.0,1087.0,10.263514
22.0,472.0,378.0,407.0,754.0,1286.0,8.029674
23.0,223.0,178.0,241.0,445.0,759.0,10.068966
24.0,101.0,81.0,123.0,228.0,389.0,11.346154
25.0,543.0,434.0,613.0,1135.0,1936.0,10.51746
26.0,595.0,476.0,459.0,850.0,1450.0,7.192698
27.0,451.0,361.0,375.0,693.0,1183.0,7.740741
28.0,212.0,169.0,208.0,386.0,658.0,9.166667
29.0,551.0,441.0,606.0,1122.0,1914.0,10.234987
30.0,442.0,354.0,210.0,389.0,663.0,4.422594
