node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,118.0,36.0,930.0,1723.0,2939.0,111.98
2.0,346.0,104.0,4457.0,8256.0,14084.0,182.609
3.0,172.0,52.0,2415.0,4474.0,7633.0,199.306
4.0,131.0,40.0,1179.0,2184.0,3725.0,127.591
5.0,193.0,58.0,2665.0,4936.0,8420.0,196.509
6.0,197.0,60.0,2446.0,4532.0,7731.0,176.012
7.0,226.0,68.0,3177.0,5885.0,10040.0,199.408
8.0,289.0,87.0,3405.0,6307.0,10759.0,167.398
9.0,214.0,65.0,2562.0,4746.0,8096.0,169.838
10.0,262.0,79.0,3633.0,6730.0,11481.0,196.653
11.0,225.0,68.0,3159.0,5853.0,9984.0,199.355
12.0,173.0,52.0,2432.0,4506.0,7686.0,199.31
13.0,147.0,44.0,1277.0,2366.0,4036.0,123.531
14.0,101.0,31.0,791.0,1465.0,2499.0,111.068
15.0,176.0,53.0,1929.0,3573.0,6096.0,155.891
16.0,194.0,58.0,2638.0,4886.0,8336.0,193.321
17.0,122.0,37.0,1442.0,2672.0,4558.0,168.488
18.0,101.0,31.0,791.0,1464.0,2497.0,111.0
19.0,159.0,48.0,1644.0,3046.0,5195.0,146.959
20.0,190.0,57.0,1791.0,3318.0,5660.0,133.752
21.0,151.0,46.0,2092.0,3875.0,6611.0,197.467
22.0,143.0,43.0,1387.0,2569.0,4383.0,137.509
23.0,134.0,40.0,1818.0,3368.0,5745.0,193.254
24.0,176.0,53.0,1869.0,3462.0,5905.0,151.02
25.0,195.0,59.0,1739.0,3222.0,5496.0,126.676
