node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,2398.0,1919.0,7017.0,12999.0,22175.0,27.252626
2.0,2386.0,1909.0,5267.0,9758.0,16646.0,20.56008
3.0,2741.0,2193.0,6017.0,11146.0,19014.0,20.441682
4.0,1094.0,875.0,5337.0,9887.0,16867.0,45.462687
5.0,3314.0,2651.0,5028.0,9315.0,15890.0,14.131789
6.0,1252.0,1002.0,2743.0,5082.0,8669.0,20.409004
7.0,623.0,499.0,3184.0,5898.0,10061.0,47.6
8.0,604.0,483.0,713.0,1321.0,2254.0,11.0
9.0,2126.0,1701.0,7198.0,13335.0,22749.0,31.541516
10.0,2477.0,1982.0,5998.0,11112.0,18956.0,22.551417
11.0,2242.0,1794.0,2999.0,5556.0,9478.0,12.459069
12.0,3095.0,2476.0,4508.0,8351.0,14247.0,13.564225
13.0,5872.0,4698.0,19280.0,35718.0,60933.0,30.579241
14.0,2752.0,2202.0,3504.0,6491.0,11074.0,11.858238
15.0,604.0,483.0,1753.0,3248.0,5541.0,27.045635
16.0,1711.0,1369.0,2583.0,4784.0,8162.0,14.063114
17.0,2500.0,2000.0,7150.0,13246.0,22596.0,26.636756
18.0,2264.0,1811.0,7173.0,13289.0,22669.0,29.514706
19.0,1540.0,1232.0,4005.0,7420.0,12658.0,24.225857
20.0,1189.0,951.0,3041.0,5634.0,9611.0,23.838547
