node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,471.0,142.0,708.0,1311.0,2235.0,21.289474
2.0,506.0,152.0,373.0,690.0,1177.0,10.436975
3.0,747.0,224.0,750.0,1389.0,2369.0,14.219672
4.0,277.0,83.0,272.0,503.0,857.0,13.912195
5.0,584.0,175.0,654.0,1211.0,2066.0,15.867797
6.0,379.0,114.0,579.0,1072.0,1829.0,21.678363
7.0,308.0,93.0,472.0,874.0,1490.0,21.727778
8.0,608.0,183.0,521.0,966.0,1647.0,12.15
9.0,700.0,210.0,756.0,1401.0,2389.0,15.298246
10.0,399.0,120.0,642.0,1189.0,2028.0,22.8
11.0,285.0,86.0,336.0,621.0,1060.0,16.686957
12.0,371.0,112.0,361.0,669.0,1141.0,13.783871
13.0,585.0,176.0,570.0,1055.0,1800.0,13.794574
14.0,310.0,93.0,471.0,872.0,1487.0,21.522124
15.0,368.0,111.0,396.0,733.0,1251.0,15.256098
16.0,345.0,104.0,545.0,1009.0,1721.0,22.381395
17.0,268.0,81.0,371.0,686.0,1171.0,19.594828
18.0,675.0,203.0,500.0,925.0,1578.0,10.484496
19.0,398.0,120.0,562.0,1040.0,1775.0,20.015326
20.0,181.0,55.0,275.0,509.0,867.0,21.575758
21.0,460.0,138.0,563.0,1042.0,1777.0,17.3213
22.0,904.0,272.0,719.0,1332.0,2272.0,11.266781
23.0,771.0,232.0,717.0,1328.0,2265.0,13.170115
24.0,350.0,105.0,267.0,495.0,844.0,10.821012
25.0,427.0,128.0,302.0,559.0,952.0,10.013746
26.0,698.0,210.0,560.0,1037.0,1768.0,11.361371
27.0,501.0,151.0,444.0,821.0,1401.0,12.539106
28.0,608.0,183.0,531.0,983.0,1677.0,12.374622
29.0,389.0,117.0,556.0,1030.0,1758.0,20.25
30.0,715.0,215.0,419.0,776.0,1323.0,8.301775
