node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1724.0,517.0,1271.0,2354.0,4015.0,10.440299
2.0,1571.0,472.0,818.0,1515.0,2585.0,7.372434
3.0,1421.0,427.0,745.0,1380.0,2354.0,7.423077
4.0,1574.0,472.0,1028.0,1903.0,3247.0,9.246681
5.0,1396.0,419.0,956.0,1770.0,3020.0,9.69419
6.0,1694.0,508.0,1065.0,1973.0,3365.0,8.903761
7.0,875.0,263.0,673.0,1246.0,2125.0,10.884021
8.0,1412.0,424.0,861.0,1595.0,2720.0,8.63489
9.0,1346.0,404.0,597.0,1106.0,1887.0,6.284689
10.0,1499.0,450.0,652.0,1207.0,2058.0,6.152194
11.0,874.0,263.0,581.0,1075.0,1834.0,9.402985
12.0,2690.0,807.0,966.0,1789.0,3051.0,5.082661
13.0,1642.0,493.0,735.0,1362.0,2323.0,6.339795
14.0,884.0,265.0,859.0,1591.0,2714.0,13.767486
15.0,1792.0,538.0,1198.0,2219.0,3785.0,9.465798
16.0,1528.0,459.0,714.0,1323.0,2257.0,6.618182
17.0,2014.0,605.0,892.0,1651.0,2817.0,6.266722
18.0,1615.0,485.0,669.0,1239.0,2113.0,5.866315
19.0,1960.0,588.0,1072.0,1986.0,3387.0,7.744292
20.0,1346.0,404.0,1033.0,1913.0,3263.0,10.868735
