node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,22.0,7.0,190.0,352.0,601.0,124.571
2.0,32.0,10.0,389.0,721.0,1229.0,176.417
3.0,10.0,3.0,97.0,179.0,306.0,142.5
4.0,21.0,7.0,182.0,337.0,574.0,126.0
5.0,14.0,4.0,426.0,789.0,1345.0,456.5
6.0,14.0,4.0,91.0,167.0,285.0,96.667
7.0,16.0,5.0,40.0,73.0,124.0,35.5
8.0,34.0,11.0,300.0,555.0,947.0,126.217
9.0,25.0,8.0,282.0,522.0,890.0,166.0
10.0,26.0,8.0,298.0,551.0,940.0,167.0
11.0,27.0,8.0,266.0,493.0,840.0,142.5
12.0,11.0,4.0,265.0,490.0,836.0,346.667
13.0,10.0,3.0,31.0,58.0,98.0,45.444
14.0,44.0,13.0,234.0,433.0,738.0,76.452
15.0,16.0,5.0,261.0,484.0,825.0,236.889
16.0,26.0,8.0,189.0,350.0,596.0,105.9
17.0,41.0,13.0,386.0,715.0,1220.0,133.938
18.0,27.0,8.0,258.0,477.0,814.0,138.063
19.0,10.0,3.0,24.0,44.0,75.0,35.0
20.0,19.0,6.0,218.0,404.0,688.0,171.2
21.0,20.0,6.0,217.0,402.0,686.0,160.0
22.0,10.0,3.0,24.0,44.0,75.0,35.0
23.0,14.0,4.0,49.0,91.0,155.0,52.571
24.0,32.0,10.0,462.0,855.0,1458.0,209.333
25.0,39.0,12.0,269.0,497.0,848.0,98.857
