node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,81.0,25.0,416.0,771.0,1314.0,73.224
2.0,85.0,26.0,443.0,820.0,1399.0,74.583
3.0,16.0,5.0,100.0,184.0,314.0,90.0
4.0,32.0,10.0,182.0,337.0,575.0,82.55
5.0,55.0,17.0,352.0,651.0,1110.0,92.083
6.0,51.0,16.0,277.0,513.0,874.0,77.7
7.0,35.0,11.0,431.0,799.0,1362.0,175.333
8.0,43.0,13.0,317.0,587.0,1002.0,106.81
9.0,40.0,12.0,201.0,371.0,633.0,71.579
10.0,28.0,9.0,247.0,458.0,781.0,126.722
11.0,22.0,7.0,778.0,1442.0,2459.0,510.0
12.0,62.0,19.0,375.0,695.0,1186.0,86.778
13.0,53.0,16.0,368.0,681.0,1162.0,98.583
14.0,62.0,19.0,381.0,706.0,1204.0,88.152
15.0,58.0,18.0,389.0,721.0,1230.0,95.629
16.0,40.0,12.0,184.0,340.0,579.0,65.448
17.0,67.0,20.0,329.0,608.0,1038.0,70.421
18.0,29.0,9.0,345.0,638.0,1088.0,169.222
19.0,16.0,5.0,132.0,244.0,416.0,119.25
20.0,51.0,16.0,338.0,626.0,1067.0,94.833
21.0,43.0,13.0,314.0,581.0,990.0,105.571
22.0,29.0,9.0,340.0,629.0,1073.0,166.857
23.0,55.0,17.0,242.0,447.0,762.0,63.206
24.0,62.0,19.0,284.0,526.0,897.0,65.622
25.0,29.0,9.0,344.0,638.0,1087.0,169.1
