2023/05/23
Julia is now 1.9.0
previous version was 1.7.2
2023/11/29
gurobi is now 11.0.0
previous version was 10.0.2
solving instance transportation 5 5 sqrt
===========================================================================
 BARON version 23.11.13. Built: LNX-64 Mon Nov 13 23:14:09 EST 2023

 BARON is a product of The Optimization Firm.
 For information on BARON, see https://minlp.com/about-baron
 Licensee: Claudio Contardo at Concordia University, claudio.contardo@concordia.ca.

 If you use this software, please cite publications from
 https://minlp.com/baron-publications, such as: 

 Khajavirad, A. and N. V. Sahinidis,
 A hybrid LP/NLP paradigm for global optimization relaxations,
 Mathematical Programming Computation, 10, 383-421, 2018.
===========================================================================
 This BARON run may utilize the following subsolver(s)
 For LP/MIP/QP: CLP/CBC, ILOG CPLEX                             
 For NLP: IPOPT, FILTERSQP
===========================================================================
 Doing local search
 Solving bounding LP
 Preprocessing found feasible solution with value 0.250000E+12
 Starting multi-start local search
 Done with local search
===========================================================================
  Iteration    Open nodes         Time (s)    Lower bound      Upper bound
          1             1             0.89      230.393         0.250000E+12   
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
      21945          6132            30.72      258.883         0.250000E+12   
*     23781          6423            32.45      258.883         0.150000E+11   
      52962         13394            62.39      258.887         0.150000E+11   
      74835         17983            92.25      258.929         0.150000E+11   
     101241         23086           122.09      258.958         0.150000E+11   
     171634         40266           151.92      258.958         0.150000E+11   
     241193         59355           181.75      258.958         0.150000E+11   
*    294531         13094           204.65      258.958          258.978       
     320078         13104           234.52      258.958          258.978       
     345518         13103           264.40      258.958          258.978       
     370852         13103           294.28      258.958          258.978       
     396185         13104           324.14      258.958          258.978       
     421630         13105           354.01      258.958          258.978       
     446597         13105           383.88      258.958          258.978       
     471732         13105           413.76      258.958          258.978       
     496820         13107           443.64      258.958          258.978       
     521911         13110           473.52      258.958          258.978       
     547068         13110           503.39      258.958          258.978       
     572081         13106           533.27      258.958          258.978       
     597250         13106           563.15      258.958          258.978       
     622349         13108           593.02      258.958          258.978       
     647403         13107           622.90      258.958          258.978       
     672606         13105           652.77      258.958          258.978       
     697644         13106           682.65      258.958          258.978       
     722588         13108           712.53      258.958          258.978       
     747446         13109           742.40      258.958          258.978       
     772340         13107           772.27      258.958          258.978       
     797174         13106           802.15      258.958          258.978       
     822001         13109           832.02      258.958          258.978       
     846876         13106           861.89      258.958          258.978       
     871815         13110           891.77      258.958          258.978       
     896976         13105           921.65      258.958          258.978       
